,lemmes,pos
234,"['etre', 'contaminer', 'risquer', 'contaminer', 'autre', 'particulièrement', 'mari', 'avoir', 'plusieurs', 'facteur', 'risque', 'perte', 'liberté', 'important', 'particulièrement', 'vieux', 'cause', 'mesure', 'sécurité', 'peur', 'conséquence', 'possiblement', 'négativer', 'ce', 'crise', 'physique', 'psychologique', 'moral', 'intellectuel', 'économique', 'particulièrement', 'enfant', 'petit', 'enfant', 'parfois', 'peur', 'plus', 'revoir']","['AUX', 'VERB', 'VERB', 'VERB', 'ADJ', 'ADV', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'AUX', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'ADV', 'VERB']"
235,"['population', 'déjà', 'déshériter', 'plus', 'férocement', 'impacter', 'nationalement', 'plus', 'pays', 'pauvre', 'autoritaire']","['NOUN', 'ADV', 'VERB', 'ADV', 'ADV', 'VERB', 'ADV', 'ADV', 'NOUN', 'ADJ', 'ADJ']"
236,"['ne', 'plus', 'pouvoir', 'rencontrer', 'famille', 'ami', 'plus', 'voyager', 'pendant', 'plusieurs', 'mois']","['ADV', 'ADV', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN']"
237,"['pas', 'inquiet', 'comprendre', 'reste', '20', 'an', 'vivre', 'meilleur', 'cas']","['ADV', 'ADJ', 'VERB', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADJ', 'NOUN']"
238,"['le', 'sortie', 'de', 'deconfinement']","['DET', 'NOUN', 'ADP', 'NOUN']"
239,"['le', 'incertitude', 'fin', 'le', 'épidémie']","['DET', 'NOUN', 'X', 'DET', 'NOUN']"
240,['nom'],['NOUN']
241,"['1', 'prendre', 'risque', 'conjoindre', '2', 'qué', 'enfant', 'soignant', 'tenir', 'coup', '3', 'pouvoir', 'voir', 'toucher', 'vivre', 'enfant', 'petit', 'enfant']","['PRON', 'VERB', 'ADJ', 'VERB', 'NUM', 'PRON', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NUM', 'VERB', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN']"
242,"['traitement', 'identifier', 'perspectif', 'moyen', 'terme', 'non', 'maîtris', 'part', 'milieux', 'scientifique', 'politique']","['NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ']"
243,"['contamination', 'viral', 'mort', 'étouffement', 'perte', 'de', 'etre', 'proche', 'proche', 'partie', 'environnement', 'jardin', 'intérieur', '-isolement', 'affectif', 'ldquo', 'loin', 'oeil', 'loin', 'oelig', 'ur', 'ldquo']","['NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'ADV', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'ADJ']"
244,[],[]
245,"['etre', 'obliger', 'faire', 'hospitaliser']","['AUX', 'ADJ', 'AUX', 'VERB']"
246,"['le', 'besoin', 'de', 'aller', 'le', 'hôpital']","['DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN']"
247,"['contamination', 'possible', 'conséquence', 'économique', 'le', 'incertitude', 'le', 'avenir', 'proche', 'quand', 'pourron', 'serrer', 'enfant', 'petit', 'enfant', 'bra', 'exemple', 'qd', 'pouvoir', 'retrouver', 'véritable', 'liberté', 'circuler']","['NOUN', 'ADJ', 'NOUN', 'ADJ', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ', 'SCONJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'VERB', 'VERB', 'ADJ', 'NOUN', 'VERB']"
248,"['autre', ""n'"", 'avoir', 'plus', 'revenir', 'risquer', 'plus', 'espace', 'réduire', 'souffrir', 'violence', 'de', 'un', 'conjoint', 'leur', 'parent', 'pays', 'guerre', 'syrie', 'migrant', 'sdf']","['ADJ', 'ADV', 'AUX', 'ADV', 'VERB', 'VERB', 'ADV', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ']"
249,"['-peur', 'contamination', 'peur', 'perdre', 'proche', '-ou', 'proche', 'partie', 'environnement', 'social', 'peur', 'le', 'isolement', 'affectif']","['NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADJ']"
250,"['être', 'toucher', 'virus']","['AUX', 'VERB', 'NOUN']"
251,"['soucieux', 'enfant', '40/50', 'an', 'petit', 'enfant', '20', 'an']","['ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NUM', 'NOUN']"
252,"['le', 'politique', 'économique', 'environnemental', 'santé', 'gouvernemental', 'je', 'doute', 'fort', 'le', 'équipe', 'actuel', 'tir', 'bon', 'leçon', 'crise', 'traverser']","['DET', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB']"
253,"['zutt', 'zutt', 'zutttt']","['VERB', 'X', 'PROPN']"
254,"['rester', 'prudent', 'profiter', 'enfant', 'petit', 'enfant', 'ami', 'nature']","['VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN']"
255,"['que', 'confinemer', 'perdur']","['SCONJ', 'VERB', 'ADJ']"
256,"['le', 'perspective', 'de', 'un', 'confinement', 'long', ""'"", 'protéger', ""'"", 'le', 'sénior']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'PUNCT', 'DET', 'NOUN']"
257,"['le', 'avenir', 'personne', 'difficulter', 'financier', 'quartiers', ""'"", 'difficile', 'nombreux', 'enfant', 'de', 'espace', 'personne', 'seul', 'famille', 'amis', 'éloignemer', 'etc', 'personne', 'malade', 'femme', 'battu', 'plus', 'généralement', 'couple', 'proche', 'de', 'un', 'rupture']","['DET', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'SCONJ', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'ADV', 'ADJ', 'ADJ', 'ADP', 'DET', 'NOUN']"
258,"['le', 'perspective', 'de', 'un', 'confinement', 'prolonger', 'séniors']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV']"
259,"['lui', 'porter', 'plus', 'situation', 'autre', 'même', 'retraité', 'retrait', 'verser', 'fin', 'mois', 'âgé', 'isolé', 'plus', 'prendre', 'charge', 'selon', 'commune', 'personne', 'ehpad', 'leur', 'proche', 'maltraité', 'défaut', 'précaution', 'de', 'information']","['PRON', 'VERB', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN']"
260,"['handicap', 'possible', 'condition', 'vie', 'financiere', 'physique']","['NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ']"
261,"['beaucoup', 'oin', 'le', 'état', 'économique', 'social', 'psychologique', 'france', 'après', 'tel', 'arrêt']","['ADV', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'PROPN', 'ADP', 'ADJ', 'NOUN']"
262,"['je', 'craindre', 'ce', 'pandémie', 'dur', 'longtemps']","['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADV']"
263,"['dur', 'beaucoup', 'plus', 'longtemps', 'cause', 'de', 'un', '2èm', 'vague']","['ADJ', 'ADV', 'ADV', 'ADV', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN']"
264,"['pas', 'inquiet', 'société']","['ADV', 'ADJ', 'NOUN']"
265,"['ne', 'plus', 'pouvoir', 'tenir', 'rôle', 'grand-mère', 'maison', 'plus', 'lieu', 'rencontre', 'familial']","['ADV', 'ADV', 'VERB', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'ADJ']"
266,"['pour', 'proche', 'plus', 'âgé']","['ADP', 'ADJ', 'ADV', 'ADJ']"
267,"['rester', 'confiner']","['VERB', 'VERB']"
268,"['le', 'prolongement', 'confinemer', 'manqu', 'masque', 'tissus', 'pharmacie', 'devoir', 'délivrer', 'priorité', 'plus', '70', 'an', 'autre', 'personne', 'fragile', 'pour', 'le', 'instant', 'ce', 'être', 'flou', 'le', 'association', ""old'"", 'up', 'faire', ""'"", 'exiger', 'cas']","['DET', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'ADV', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADV', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'PROPN', 'PRON', 'VERB', 'PUNCT', 'VERB', 'NOUN']"
269,"['le', 'maladie', 'proche', 'le', 'impossibilité', 'retrouver', 'relation', 'social', 'familial', 'affectif', 'simple', 'incarner']","['DET', 'NOUN', 'ADJ', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'VERB']"
270,"['je', 'personne', 'risque', 'pense', 'tombai', 'malade', 'passer', 'mal']","['PRON', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'ADV']"
271,"['inquiétude', 'lors', 'déconfinement', 'cause', 'risque', 'non', 'respect', 'mesure', 'distentiation', 'social', 'port', 'correct', 'masqu', 'proximité', 'transports', 'certain', 'magasin', '.', 'le', 'interdiction', 'déplacer', 'région', 'voir', 'famille', ""n'"", 'être', 'région', 'ne', 'plus', 'pouvoir', 'longtemps', 'réunir', 'grand', 'nombre', 'etc', 'inquiétude', 'quant', 'durée', 'mesure', 'temps', 'atteinte', 'liberté', 'mêmesi', 'reconnaître', 'utilité', 'plan', 'santé']","['NOUN', 'ADV', 'AUX', 'NOUN', 'VERB', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADV', 'AUX', 'NOUN', 'ADV', 'ADV', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ']"
272,"['isolement', 'familial', 'social']","['NOUN', 'ADJ', 'ADJ']"
273,"['je', 'devoir', 'rester', 'forme', 'mari', 'avoir', 'maladie', 'de', 'alzheimer']","['PRON', 'VERB', 'VERB', 'NOUN', 'NOUN', 'AUX', 'NOUN', 'ADP', 'VERB']"
274,"['aller', 'réanimation', 'cause', 'covid', 'pouvoir', 'rejoindre', 'résidence', 'secondaire', 'après', '11', 'mai']","['VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NUM', 'NOUN']"
275,"['mourir', 'dignement', 'enfant', 'pose', 'main', 'mien']","['VERB', 'ADV', 'NOUN', 'VERB', 'ADJ', 'ADJ']"
276,"['durée', 'le', 'épidémie']","['NOUN', 'DET', 'NOUN']"
277,"['nous', 'vivre', 'confinemer', 'bon', 'condition', 'confort', 'réserve', 'période', 'déconfinemer', 'le', 'ordre', 'jour']","['PRON', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN']"
278,"['inquiétude', 'base', 'logique', ""'"", 'croissance', 'le', 'emporte', 'logique', 'impérieux', 'de', 'inverser', 'sentir', 'ce', 'croissance']","['NOUN', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'DET', 'PRON', 'ADJ', 'ADJ', 'ADP', 'VERB', 'VERB', 'DET', 'NOUN']"
279,"['mortalité', 'important', 'dégradation', 'niveal', 'vie', 'déficit', 'public', 'monumental', 'méfiance', 'incommensurable', 'le', 'opinion', 'public', 'vis', 'vis', 'dirigeant', 'impossibilité', 'pendant', 'long', 'moment', 'réaliser', 'france', 'union', 'national', 'rallier', 'politique', 'européen', 'pourtant', 'plus', 'jamais', 'indispensable', 'absence', 'dirigeant', 'capable', 'de', 'obtenir', 'confiance', 'plus', 'grand', 'nombre', 'français']","['NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADJ', 'AUX', 'AUX', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'ADV', 'ADV', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ']"
280,"['je', 'avoir', 'besoin', 'urgent', 'faire', 'opérer', 'de', 'un', 'genou', 'beaucoup', 'souffrir', 'quand', 'possible', 'petit', 'fils', 'pouvoir', 'passer', 'concours', 'fils', 'reprendre', 'travail', 'aller', 'pouvoir', 'changer', 'monde', 'économique', 'désastreux']","['PRON', 'AUX', 'NOUN', 'ADV', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'SCONJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ']"
281,"['perso', 'puisqu', 'confiner', 'enfer', 'pouvoir', 'prendre', 'quelque', 'risque', ""'"", 'déconfiner', 'faire', 'course', 'grand', 'inquiétude', 'fille', 'médecin', 'ds', 'epadh', 'mari', 'gastro-oncologu']","['VERB', 'ADJ', 'VERB', 'VERB', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ']"
282,"['inquiétude', 'conséquence', 'crise', 'jeune', 'génération', 'chômage-', 'précarité-', 'interruption', 'étude', 'projets-', 'héritage', 'de', 'un', 'dette', 'colossal', 'anner', 'venir', '-', 'impact', 'écologique', 'le', 'abondance', 'déchet', 'jetables-', 'impact', 'distanciation', 'sociale-', 'augmentation', 'le', 'individualisme', 'etc', '......']","['NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'VERB', 'DET', 'NOUN', 'ADJ', 'DET', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'DET', 'NOUN', 'VERB', 'PUNCT']"
283,"['peur', 'tomber', 'malade', 'prise', 'charg', 'raison', 'âge', 'service', 'réanimation', 'plus', 'le', 'intubation', 'semble', 'douloureux']","['NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADV', 'DET', 'NOUN', 'VERB', 'ADJ']"
284,"['etre', 'contaminer', 'risque', 'létal', 'surtout', 'mari', 'avoir', 'problème', 'cardiaque', 'mauvais', 'santer', 'ceci', '80an', ""n'"", 'être', 'le', 'ordre', 'chose', 'avoir', 'derrière', 'soi', 'bel', 'long', 'vie', 'être', 'il', 'raisonnable', 'sacrifier', 'le', 'avenir', 'politique', 'économique', 'social', 'pays', 'confiner', 'longuement', 'étroitement', 'personne', 'âgé', 'souvent', 'handicaper', 'vivre', 'quelque', 'année', 'plus']","['AUX', 'VERB', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'AUX', 'VERB', 'ADJ', 'ADJ', 'VERB', 'PRON', 'ADJ', 'ADV', 'AUX', 'DET', 'NOUN', 'NOUN', 'AUX', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'AUX', 'PRON', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADV', 'NOUN', 'ADJ', 'ADV', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV']"
285,"['de', 'le', 'contracter']","['ADP', 'PRON', 'VERB']"
286,"['mourir', 'solitude', 'le', 'hôpital', 'présence', 'de', 'un', 'proche', 'conjoint', 'enfer', 'ne', 'revoir', 'enfant', 'petit', 'enfant', 'laisser', 'conjoindre', 'seul', 'ne', 'plus', 'respirer', 'odeur', 'nature', 'ne', 'plus', 'revoir', 'le', 'aubrac', 'voir', 'enfant', 'perdre', 'leur', 'boulot', 'leur', 'enfant', 'trouver', 'assister', 'retour', 'politico', '-', 'economiqu', 'de', 'extrême', 'droite', 'etc']","['VERB', 'PROPN', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADJ', 'ADV', 'ADV', 'VERB', 'ADJ', 'NOUN', 'ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'ADJ']"
287,"['etre', 'contaminer', 'risque', 'létal', 'surtout', 'mari', 'avoir', 'problème', 'cardiaque', ""n'"", 'être', 'forme', 'ceci', 'être', 'il', 'raisonnable', 'confiner', 'longuement', 'étroitement', 'pays', 'maintenir', 'vie', 'quelque', 'année', 'personne', 'âgé', 'bel', 'long', 'vie', 'au', 'détriment', 'le', 'avenir', 'le', 'avenir', 'politique', 'économique', 'social', 'france']","['AUX', 'VERB', 'VERB', 'ADJ', 'ADV', 'NOUN', 'AUX', 'VERB', 'ADJ', 'ADV', 'AUX', 'NOUN', 'PRON', 'AUX', 'PRON', 'ADJ', 'VERB', 'ADV', 'ADV', 'VERB', 'VERB', 'NOUN', 'DET', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'PROPN']"
288,"['le', 'sortie', 'confinemer']","['DET', 'NOUN', 'VERB']"
289,"['contamination', 'proche', 'gros', 'crise', 'économique']","['NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ']"
290,"['manqu', 'masque', 'précaution', 'certains', 'perpétuent', 'temps', 'risque', 'contamination', 'tout', 'tranche', 'de', 'âge']","['ADJ', 'ADJ', 'NOUN', 'PRON', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN']"
291,"['large', 'contamination', 'touche', 'famill', 'amis', 'long', 'période', 'de', 'absence', 'rencontre', 'réel', 'famille', 'ami', 'conséquence', 'social', 'conséquence', 'économique', 'conséquence', 'économique']","['ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ']"
292,"['ce', 'coronaviru', 'mois', 'mortifère', 'pollution', 'tabac', 'faim', 'violenc', 'le', 'age', 'vieillir', 'tue', 'non', 'vrai', 'risque', 'crise', 'mondial', 'aggrave', 'famine', 'chômage', 'pauvreter', 'plus', 'pauvre', 'monter', 'violence', 'extrêmer', 'effondrement', 'organisme', 'solidarité', 'mondial', 'local', 'onu', 'oms', 'fao', 'ue', 'mais', 'ce', 'crise', 'permettre', 'prendre', 'conscience', 'soignant', 'plus', 'important', 'banquier', 'prof', 'plus', 'important', 'télé', 'présentateur', 'publiciste', 'footballeur', 'producteur', 'nourriture', 'plus', 'important', 'fabricant', 'voiture', 'le', 'air', 'pur', 'plus', 'important', 'pétrole', 'donc', 'falloir', 'mieux', 'payer', 'premier', 'détriment', 'second']","['DET', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'X', 'NOUN', 'ADJ', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'X', 'VERB', 'VERB', 'ADV', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADV', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'AUX', 'ADP', 'PROPN', 'CCONJ', 'DET', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'PRON', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'VERB', 'ADV', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADV', 'ADJ']"
293,"['le', 'état', 'le', 'avenir', 'société']","['DET', 'NOUN', 'DET', 'NOUN', 'NOUN']"
294,"['de', 'avoir', 'attendre', 'de', 'agir', 'le', 'imprévoyance', 'délibérer', 'dirigeant', 'masque', 'ce', 'être']","['ADP', 'AUX', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PRON', 'AUX']"
295,"['mon', 'inquiétude', 'concerne', 'surtout', 'enfant', 'petit-enfant', 'pouvoir', 'se', 'exposer']","['DET', 'NOUN', 'VERB', 'ADV', 'NOUN', 'NOUN', 'VERB', 'PRON', 'VERB']"
296,"['transmettre', 'maladie', 'proche', 'malade', 'moi', '-', 'même']","['VERB', 'NOUN', 'ADJ', 'ADJ', 'PRON', 'PUNCT', 'ADV']"
297,"['savoir', 'porte', 'virus', 'non']","['VERB', 'DET', 'NOUN', 'ADV']"
298,"['le', 'fonctionnement', 'société', 'apre', 'le', 'épidémie', 'le', 'maladie', 'venir', 'frapper', 'forme', 'grave']","['DET', 'NOUN', 'NOUN', 'ADJ', 'DET', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ']"
299,"['contamination', 'dépression', 'sentiment', 'profond', 'inutilité', 'social']","['NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ']"
300,"['inquietude', 'enfant', 'petit', 'enfant', 'aucun']","['ADJ', 'NOUN', 'ADJ', 'NOUN', 'DET']"
301,"['contracter', 'maladie', 'si', ""l'"", 'avoir', 'transmettre', 'proche', 'rencontre', 'ne', 'savoir', 'sortir', 'tenir', 'coup', 'confinemer', 'ne', 'pouvoir', 'partir', 'ce', 'campagne', 'réaliser', 'projet']","['VERB', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADV', 'VERB', 'VERB', 'VERB', 'ADV', 'VERB', 'ADV', 'VERB', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN']"
302,"['situation', 'économique', 'environnemental']","['NOUN', 'ADJ', 'ADJ']"
303,"['déconfinement', 'augmente', 'diffusion', 'virus', ""qu'"", 'on', 'retombe', 'après', 'mois', 'situation', 'mars', 'obligation', 'traiter', 'bien', 'plus', 'jeune', 'geste', 'barrière', 'respecté', 'masque', 'disponible', 'inopérant', 'tests', 'nombre', 'suffire', 'peur', 'flicage', 'interdis', 'diffusion', 'de', 'un', 'application', 'repérage']","['AUX', 'VERB', 'NOUN', 'NOUN', 'PRON', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN']"
304,"['plus', 'enfant', 'petit', 'enfant', 'enfant']","['ADV', 'NOUN', 'ADJ', 'NOUN', 'NOUN']"
305,"['ne', 'savoir', 'combrien', 'temps', 'etre', 'immuniser']","['ADV', 'VERB', 'NOUN', 'NOUN', 'AUX', 'VERB']"
306,"['de', 'tomber', 'malade', 'de', 'autre', 'chose', 'pouvoir', 'faire', 'soigner', 'correctement']","['ADP', 'VERB', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADV']"
307,"['1', 'quand', 'cesser', 'ce', 'pénurie', 'hôpital', 'matériel', 'vêtement', 'medicament', '2', 'quand', 'pouvoir', 'je', 'revoir', 'enfant', 'petit', 'enfant', 'amier', 'quand', 'avoir', 'nous', 'masque', 'efficace', 'pour', 'plus', 'risque', 'masque', 'je', 'risque', 'tester', 'nous', 'savoir', 'le', 'avoir', 'forme', 'bénigne', 'cela', 'permettre', 'reprendre', 'activité', 'aider', 'autre', '3', 'quand', 'avoir', 'nous', 'médicament', 'adéquats', 'lutter', 'contre', 'covid-19', 'attendre', 'vaccin']","['NUM', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NUM', 'NUM', 'PROPN', 'PRON', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'SCONJ', 'AUX', 'PRON', 'ADJ', 'NOUN', 'ADP', 'ADV', 'NOUN', 'ADJ', 'PRON', 'VERB', 'VERB', 'PRON', 'VERB', 'DET', 'AUX', 'NOUN', 'DET', 'PRON', 'VERB', 'VERB', 'ADJ', 'VERB', 'ADJ', 'NUM', 'SCONJ', 'VERB', 'PRON', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'VERB', 'NOUN']"
308,"['chômage', 'réveil', 'personner', 'grand', 'précarité', 'jeune', 'banlieue']","['NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ']"
309,"['je', 'craindre', 'pour', 'le', 'sante', 'de', 'mon', 'enfant', 'et', 'petit-enfant', 'et', 'pour', 'le', 'ami', 'qui', 'me', 'être', 'cher', 'et', 'qui', 'être', 'âge']","['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PRON', 'PRON', 'AUX', 'ADJ', 'CCONJ', 'PRON', 'AUX', 'ADJ']"
310,"['contagion', 'bien', 'sûr', 'le', 'isolement', 'fin', 'confinemer', 'pb', 'étude', 'vacance', 'travail', 'difficulté', 'financier']","['NOUN', 'ADV', 'ADJ', 'DET', 'NOUN', 'ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ']"
