;lemmas;pos
284;"['etre', 'contaminer', 'risque', 'létal', 'surtout', 'mari', 'problème', 'cardiaque', 'mauvais', 'santé', 'ceci', '80an', ""n'"", 'ordre', 'chose', 'derrière', 'soi', 'bel', 'long', 'vie', 'raisonnable', 'sacrifier', 'avenir', 'politique', 'économique', 'social', 'pays', 'confiner', 'longuement', 'étroitement', 'personne', 'âgé', 'souvent', 'handicaper', 'vivre', 'quelque', 'année', 'plus']";['AUX', 'VERB', 'VERB', 'ADJ', 'ADV', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PRON', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADV', 'NOUN', 'ADJ', 'ADV', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV']
285;['contracter'];['VERB']
286;['mourir', 'solitude', 'hôpital', 'présence', 'proche', 'conjoint', 'enfant', 'revoir', 'enfant', 'petit', 'enfant', 'laisser', 'conjoint', 'seul', 'plus', 'respirer', 'odeur', 'nature', 'plus', 'revoir', 'aubrac', 'voir', 'enfant', 'perdre', 'boulot', 'enfant', 'trouver', 'assister', 'retour', 'politico', 'economiqu', 'extrême', 'droite', 'etc'];['VERB', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'ADV', 'VERB', 'NOUN', 'NOUN', 'ADV', 'VERB', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADP']
287;"['etre', 'contaminé', 'risque', 'létal', 'surtout', 'mari', 'problème', 'cardiaque', ""n'"", 'forme', 'ceci', 'raisonnable', 'confiner', 'longuement', 'étroitement', 'pays', 'maintenir', 'vie', 'quelque', 'année', 'personne', 'âgé', 'bel', 'long', 'vie', 'détriment', 'avenir', 'avenir', 'politique', 'économique', 'social', 'franc']";['AUX', 'NOUN', 'VERB', 'ADJ', 'ADV', 'NOUN', 'VERB', 'ADJ', 'ADV', 'VERB', 'PRON', 'ADJ', 'VERB', 'ADV', 'ADV', 'NOUN', 'VERB', 'NOUN', 'DET', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ']
288;['sortie', 'confinement'];['NOUN', 'NOUN']
289;['contamination', 'proche', 'gros', 'crise', 'économique'];['NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ']
290;['manqu', 'masque', 'précaution', 'certains', 'perpétuer', 'temps', 'risque', 'contamination', 'tranche', 'âge'];['ADJ', 'ADJ', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN']
291;['large', 'contamination', 'touche', 'famille', 'ami', 'long', 'période', 'absence', 'rencontre', 'réel', 'famille', 'ami', 'conséquence', 'social', 'conséquence', 'économique', 'conséquence', 'économique'];['ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
292;['coronavirus', 'mois', 'mortifère', 'pollution', 'tabac', 'faim', 'violence', 'age', 'vieillir', 'tue', 'non', 'vrai', 'risque', 'crise', 'mondial', 'aggrave', 'famine', 'chômage', 'pauvreté', 'plus', 'pauvre', 'monter', 'violence', 'extrême', 'effondrement', 'organisme', 'solidarité', 'mondial', 'local', 'onu', 'oms', 'fao', 'ue', 'crise', 'permettre', 'prendre', 'conscience', 'soignant', 'plus', 'important', 'banquier', 'prof', 'plus', 'important', 'télé', 'présentateur', 'publiciste', 'footballeur', 'producteur', 'nourritur', 'plus', 'important', 'fabricant', 'voiture', 'air', 'pur', 'plus', 'important', 'pétrole', 'falloir', 'mieux', 'payer', 'premier', 'détriment', 'second'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'PROPN', 'ADJ', 'PROPN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADV', 'ADJ']
293;['avenir', 'société'];['NOUN', 'NOUN']
294;['attendre', 'agir', 'imprévoyance', 'délibérer', 'dirigeant', 'masque'];['VERB', 'VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN']
295;['inquiétude', 'concerne', 'surtout', 'enfant', 'petits-enfant', 'pouvoir', 'exposer'];['NOUN', 'VERB', 'ADV', 'NOUN', 'ADJ', 'VERB', 'VERB']
296;['transmettre', 'maladie', 'proche', 'malade'];['VERB', 'NOUN', 'ADJ', 'ADJ']
297;['savoir', 'porte', 'virus', 'non'];['VERB', 'VERB', 'NOUN', 'ADV']
298;['fonctionnement', 'société', 'apre', 'épidémie', 'maladie', 'venir', 'frapper', 'forme', 'grave'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ']
299;['contamination', 'dépression', 'sentiment', 'profond', 'inutilité', 'social'];['NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
300;['inquietude', 'enfant', 'petit', 'enfant', 'aucun'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'DET']
301;"['contracter', 'maladie', ""l'"", 'transmettre', 'proche', 'rencontre', 'savoir', 'sortir', 'tenir', 'coup', 'confinement', 'pouvoir', 'partir', 'campagne', 'réaliser', 'projet']";['VERB', 'NOUN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'AUX', 'VERB', 'VERB', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'VERB', 'NOUN']
302;['situation', 'économique', 'environnemental'];['NOUN', 'ADJ', 'ADJ']
303;"['déconfinemer', 'augmente', 'diffusion', 'virus', ""qu'"", 'retombe', 'après', 'mois', 'situation', 'mars', 'obligation', 'traiter', 'bien', 'plus', 'jeune', 'geste', 'barrière', 'respecter', 'masque', 'disponible', 'inopérant', 'test', 'nombre', 'suffire', 'peur', 'flicage', 'interdire', 'diffusion', 'application', 'repérag']";['VERB', 'VERB', 'NOUN', 'NOUN', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'PRON', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ']
304;['plus', 'enfant', 'petit', 'enfant', 'enfant'];['ADV', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
305;['savoir', 'combrien', 'temps', 'etre', 'immuniser'];['VERB', 'ADJ', 'ADV', 'AUX', 'VERB']
306;['tomber', 'malade', 'chose', 'pouvoir', 'faire', 'soigner', 'correctement'];['VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADV']
307;['1', 'cesser', 'pénurie', 'hôpital', 'matériel', 'vêtement', 'medicament', '2', 'pouvoir', 'revoir', 'enfant', 'petit', 'enfant', 'amie', 'masque', 'efficace', 'plus', 'risque', 'masque', 'risque', 'tester', 'savoir', 'forme', 'bénin', 'permettre', 'reprendre', 'activité', 'aider', '3', 'auron', 'médicament', 'adéquat', 'lutter', 'contre', 'covid-19', 'attendre', 'vaccin'];['NUM', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NUM', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'NOUN', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'VERB', 'NUM', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'ADP', 'NOUN', 'VERB', 'NOUN']
308;['chômage', 'réveil', 'personne', 'grand', 'précarité', 'jeune', 'banlieue'];['NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']
309;['craindre', 'sante', 'enfant', 'petit-enfant', 'ami', 'cher', 'âge'];['VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ']
310;['contagion', 'bien', 'sûr', 'isolement', 'fin', 'confinement', 'pb', 'étude', 'vacance', 'travail', 'difficulté', 'financier'];['NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'DET', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ']
311;['indiscipline', 'classique', 'français', 'face', '1', 'certain', 'nombre', 'précaution', 'élémentaire', 'prendre'];['NOUN', 'ADJ', 'ADJ', 'NOUN', 'NUM', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB']
312;['incertitude', 'façon', 'dont', 'remettre', 'guérir', '-ce', 'changer', 'toujours', 'force', 'énergie'];['NOUN', 'NOUN', 'PRON', 'VERB', 'VERB', 'PRON', 'VERB', 'ADV', 'NOUN', 'NOUN']
313;['information', 'mal', 'faire', 'angoissant', 'population', 'lieu', 'donner', 'clé', 'maitriser', 'situation'];['NOUN', 'ADV', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'VERB', 'NOUN']
314;['retablissement', 'économique'];['NOUN', 'ADJ']
315;['famille', 'enfant', 'surtout', 'petit', 'enfant', 'maladie', 'long', 'permettre', 'préparer', 'issue', 'covid', '19', 'frapper', 'gravement', 'semble', 'effet', 'rapide', 'faire'];['NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'NOUN', 'NUM', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADJ', 'VERB']
316;['sortir', 'moment', 'inquiétude', 'majeur'];['VERB', 'NOUN', 'NOUN', 'ADJ']
317;['gestion', 'fin', 'confinement', 'existance', 'traitement', 'information', 'sérieux'];['NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ']
318;['absence', 'actuel', 'traitement', 'difficulté', 'procurer', 'masque', 'moyen', 'protection', 'échéance', 'lointain', 'diffusion', 'vaccin', 'durée', 'indéterminé', 'confinement'];['NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN']
319;['atteinte', 'proche', 'ainsi', 'immense', 'crise', 'social', 'financier', 'venir'];['NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB']
320;['hospitalisation', 'rea'];['NOUN', 'ADJ']
321;['mourir'];['VERB']
322;['perte', 'liberté', 'contact', 'échange', '.peur', 'malade', 'entendre', 'certain', 'personne', 'rescapé', 'ete', 'tres', 'mal', 'longtemps'];['NOUN', 'NOUN', 'NOUN', 'NOUN', 'DET', 'ADJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'X', 'ADV', 'ADV', 'ADV']
323;['crainte', 'contaminée', 'contaminer', 'particulièrement', 'mari', 'risque', 'peur', 'maladie', 'enfant', 'petit', 'enfant', 'peur', 'plus', 'revoir', 'inquiétude', 'avenir', 'autant', 'santé', 'physique', 'psychique', 'conséquence', 'confinement', 'conséquence', 'professionnel', 'étude', 'crainte', 'crise', 'sociétal', 'mondial', 'risquer', 'aggraver', 'inégalité', 'risque', 'guerre', 'crainte', 'triomph', 'égoïsme', 'profit', 'solidarité', 'prétexte', 'urgence', 'faire', 'repartir', 'économie'];['NOUN', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'VERB', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'AUX', 'VERB', 'NOUN']
324;['deconfinement', 'transport', 'commun', 'non', 'generalisation', 'test'];['ADV', 'ADJ', 'ADJ', 'ADV', 'NOUN', 'NOUN']
325;['gens', 'proche', 'souffrir', 'mourir'];['NOUN', 'ADJ', 'VERB', 'VERB']
326;"[""n'"", 'tant', 'corona', 'déclenche']";['ADV', 'ADV', 'ADJ', 'VERB']
327;['contagion', 'fil', 'handicapé', '.....', 'conséquence'];['NOUN', 'ADJ', 'ADJ', 'PUNCT', 'NOUN']
328;"['beaucoup', 'plus', 'virus', 'lui-même', 'inquiet', 'impact', 'économique', ""qu'"", 'entraîne', 'protection', 'contre', 'virus', 'tueur', 'toujours', 'conséquence', 'économique', 'toucher', 'abord', 'plus', 'pauvre', 'plus', 'fragile', 'inquiet', 'désastreux', 'monde', 'aller', 'laisser', 'génération', 'suivant', 'inégalité', 'profond', 'non', 'résoudre', 'dette', 'abyssal', 'planète', 'nature', 'martyriser', 'individualism', 'forcéné', 'guerre', 'egos', 'ambition', 'effrenée', 'etc.', 'enfant', 'petits-enfant', 'payer', 'égoïsme', 'multiple']";['ADV', 'ADV', 'NOUN', 'PRON', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'ADJ', 'VERB', 'ADV', 'ADV', 'ADJ', 'ADV', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ']
329;"['1', 'jeune', 'toucher', 'gravement', 'virus', '2', ""qu'"", ""n'"", 'plus', 'travail', '3', 'famille', 'ami', 'disparaître']";['PRON', 'ADJ', 'VERB', 'ADV', 'VERB', 'NUM', 'PRON', 'ADV', 'ADV', 'NOUN', 'NUM', 'NOUN', 'ADJ', 'VERB']
330;['risque', 'mort', 'fratrie', 'ami', 'proche', 'risque', 'crise', 'économique', 'suivre', 'chômage', 'aller', 'augmenter', 'proportion', 'incalculable', 'risque', 'politique', 'suivre', 'monter', 'populisme', 'europe'];['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'PROPN']
331;['part', 'remarquer', 'personne', 'âgé', 'région', 'plus', 'interpeler', 'police', 'personne', 'toujours', 'agréable', '....', '74', 'an', 'sens', 'forme', 'période', 'sortie', 'prévoir', 'confinement', 'trouve', 'mobilisation', 'restrictif', 'peur', 'personne', 'âgé', 'mettre', 'régime', 'tenir', 'compte', 'possibilité'];['NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'PUNCT', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN']
332;['plus', 'voir', 'petit', 'enfant'];['ADV', 'VERB', 'ADJ', 'NOUN']
333;['nom'];['NOUN']
334;['santé', 'crise', 'économique', 'chômage'];['ADJ', 'NOUN', 'ADJ', 'NOUN']
335;['service', 'santé', 'déborder', 'pouvoir', 'absorber', 'afflux', 'nouveau', 'malade', 'ca', 'recrudescence', 'épidémie', 'tant', 'traitement', 'efficace', 'vaccin'];['NOUN', 'ADJ', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'NOUN']
336;['perspective', 'venir', 'répercution', 'économique', 'social', 'mental', 'émotionnel'];['NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ']
337;['avenir', 'enfant', 'cause', 'crise', 'économique', 'venir'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB']
338;['difficulté', 'relation', 'social', 'raison', 'confinement', 'heureusement', 'réseau', 'social', 'atténuer', 'difficulté'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'VERB', 'NOUN']
339;['inquiétude', 'celui', 'monde', 'attraper', 'virus', 'tiers'];['NOUN', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADJ']
340;['complication', 'conjoint'];['NOUN', 'ADJ']
341;['surtout', 'inquiétude', 'devenir', 'société', 'virus', 'mettre', 'exergue', 'plus', 'inégalité', 'risque', 'révolte', 'délitement', 'société', '....'];['ADV', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'NOUN', 'VERB', 'ADJ', 'ADV', 'NOUN', 'PUNCT']
342;['assez', 'vigilant', 'mesure', 'barriére'];['ADV', 'ADJ', 'NOUN', 'ADJ']
343;['aucun'];['DET']
344;"[""aujourd'hui"", ""n'"", 'beaucoup', 'changer', 'temps', 'venir', 'beaucoup', 'malade', 'vis', 'attentif', 'aller', 'proche', 'ami', 'mond', 'après']";['ADV', 'ADV', 'ADV', 'VERB', 'NOUN', 'VERB', 'ADV', 'NOUN', 'X', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADP']
345;['risque', 'infecter', 'conséquence', 'grave', 'santé', 'risque', 'long', 'terme', 'voir', 'pouvoir', 'achat', 'décliner', 'crainte', 'perdre', 'cher', 'crainte', 'perturbation', 'politique', 'local', 'global'];['VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ']
346;['virus', 'pouvoir', 'mortel'];['NOUN', 'VERB', 'ADJ']
347;['plus', 'pouvoir', 'circuler'];['ADV', 'VERB', 'VERB']
348;['sanitaire'];['ADJ']
349;['pouvoir', 'approcher', 'proche', 'longtemps', 'famille', 'étranger', 'faire', 'projet', 'devant'];['VERB', 'VERB', 'ADJ', 'ADV', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADP']
350;"['titre', 'universel', 'redout', 'conséquence', 'économie', 'crain', 'également', 'dégradation', 'soin', 'venir', 'personnel', 'santé', 'remarquable', ""qu'"", 'grand', 'besoin', 'reposer.a', 'titre', 'personnel', 'perspective', 'contracter', 'virus', 'peur.j', ""n'"", 'oublier', 'penser', 'déshérité', 'ressentir', 'durement', 'catastrophe']";['NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'PRON', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADV', 'VERB', 'VERB', 'NOUN', 'VERB', 'ADV', 'NOUN']
351;['propagation', 'épidémie', 'lors', 'déconfinemer'];['NOUN', 'NOUN', 'ADV', 'VERB']
352;['conséquence', 'catastrophique', 'arrêt', 'économie', '10', 'année', 'venir'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'VERB']
353;['contaminer', 'mari', 'santé', 'fragile', 'attrape', 'virus'];['NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN']
354;['peur', 'trouve', 'vaccin', 'protéger', 'difficulté', 'économique', 'rencontrer', 'petit', 'entreprise', 'crainte', 'plan', 'écologi', 'faire', 'marche', 'arrière'];['NOUN', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN']
355;['inquiétude', 'quant', 'persistance', 'danger', 'fil', 'temps'];['NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'NOUN']
356;['inquiétude', 'surtout', 'avenir', 'société', 'chômage', 'pauvreté', 'accroissement', 'inégalité', 'abandon', 'préoccupation', 'écologique'];['NOUN', 'ADV', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ']
357;['avenir', 'enfant', 'petit', 'enfant', 'mond', 'beacoup', 'difficulté', 'retrouver', 'équilibre'];['NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'VERB', 'NOUN']
358;['avoue', 'sentir', 'concernéepas', 'non', 'plus', 'famille', 'ami', 'connaissance', '....', 'pense', 'énorme', 'peine', 'confine', 'nombreux', 'enfant', 'moyen', 'numériquespour', 'faire', 'travailler', 'enorme', 'probleme', 'financier', 'avenir', 'demande', 'réaction', 'social', 'politique', 'uns', '..', 'après', '....', 'attitude', 'moment'];['VERB', 'VERB', 'ADV', 'ADV', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'PUNCT', 'ADP', 'PUNCT', 'NOUN', 'NOUN']
359;['difficulté', 'gérer', 'déclaration', 'nombreux', 'contradictoire', 'diffuser', 'part', 'impossible', 'faire', 'idée', 'fiable', 'situation', 'surtout', 'impératif', 'exemple', 'déménagement', 'pouvoir', 'différé', 'longtemps', 'opérer', 'cas', 'précis', '....'];['NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'NOUN', 'ADJ', 'PUNCT']
360;['1-je', 'vouloir', 'contaminer', 'surtout', 'embêter', 'proche', 'monopoliser', 'lit', 'hôpital', 'plus', 'utile', 'plus', 'jeune', '2-je', 'pense', 'jeune', 'beaucoup', 'plus', 'pers', 'âgé', 'toucher', 'virus', 'problème', 'scolarité', 'examen', 'orientation', 'recherche', 'emploi', 'chômage', '3-sur', 'plan', 'mondial', 'redout', 'catastrophe', 'humanitaire', '4-et', 'redout', 'révolte', 'soulèvement'];['PROPN', 'VERB', 'VERB', 'ADV', 'VERB', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'ADV', 'ADJ', 'PROPN', 'VERB', 'ADJ', 'ADV', 'ADV', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'AUX', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NUM', 'ADJ', 'NOUN', 'ADJ']
361;['83', 'an', 'forme', 'olympique', 'grand', 'randonneur', 'coureur', 'soir', 'actuellement', 'éviter', 'rencontrer', 'personne', 'veuf', 'seul', 'centre', 'pari', 'vouloir', 'fille', 'marié', '2enfant', 'prendre', 'risque', 'venir', 'voir', 'saint', 'maur', 'proposer', 'contaminé', 'seul'];['NUM', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADJ', 'PROPN', 'VERB', 'NOUN', 'ADJ']
362;['contaminer', 'tomber', 'gravement', 'malade', 'contaminer', 'savoir', 'transmettre', 'virus'];['VERB', 'VERB', 'ADV', 'ADJ', 'VERB', 'VERB', 'VERB', 'NOUN']
363;['interrogation', 'concerne', 'conséquence', 'corona', 'savoir', 'tirer', 'leçon', 'permettre', 'enfant', 'petit', 'enfant', 'vivre', 'environnement', 'serein', 'porteur', 'climat', 'apaiser', 'économie', 'solidaire', 'convivialité', 'heureux', '..'];['NOUN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']
364;['fragilité', 'vulnérabilité', 'surtout', 'cause', 'maladie', 'existant'];['NOUN', 'ADJ', 'ADV', 'NOUN', 'NOUN', 'ADJ']
365;['contraction', 'maladie', 'économie', 'recul', 'sévère'];['NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ']
366;['épouse', 'victime'];['NOUN', 'NOUN']
367;['pouvoir', 'abandonner', 'tôt', 'fils', 'unique', 'célibataire', 'seul', 'confiné', 'appart', 'sevres', 'pouvoir', 'retrouver', 'seul', 'mari', 'prendre', 'maladie', 'arriver', 'autrement', 'maladie', 'impression', 'prématuré'];['VERB', 'VERB', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADV', 'NOUN', 'NOUN', 'ADJ']
368;"['davantage', 'inquiétude', 'proprement', 'sanitaire', 'inquiétude', 'social', 'crise', 'révéler', 'classiquement', 'beal', 'comportement', 'sociabilité', 'ignoble', 'comportement', 'typ', 'collabos', 'ailleurs', 'question', 'économique', 'essentiel', 'discours', 'tendre', 'prévaloir', 'notamment', 'patronat', 'savoir', 'vite', 'vite', 'reprendre', 'croissance', ""n'"", 'importe', 'aboutir', 'situation', 'pire', 'celui']";['ADV', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'NOUN', 'ADV', 'VERB', 'VERB', 'NOUN', 'ADJ', 'PRON']
369;['peur', 'maladie', 'enfant', 'peur', 'après', 'famille', 'difficulté', 'voir', 'revenu', 'diminuer', 'difficulté', 'vie', 'quotidien'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ']
370;['combien', 'temps', 'déconfinement', 'faire', 'tester'];['SCONJ', 'NOUN', 'ADV', 'AUX', 'VERB']
